Chapter,Verse,King Fahd,Kemenag,Google Translator,Fahd - Google,Kemenag - Google,Fahd - Kemenag
2,51,"Dan (ingatlah), ketika Kami berjanji kepada Musa (memberikan Taurat, sesudah) empat puluh malam, lalu kamu menjadikan anak lembu (sebagai sembahan) sepeninggalnya dan kamu adalah orang-orang yang zalim.","Dan (ingatlah) ketika Kami menjanjikan kepada Musa empat puluh malam. Kemudian kamu (Bani Israil) menjadikan (patung) anak sapi (sebagai sesembahan) setelah (kepergian)nya, dan kamu (menjadi) orang yang zalim.","Dan saat kita adalah Musa, Empat Puluh Malam, lalu Anda terburu -buru setelah itu setelahnya",0.60790294,0.6066003,0.76331484
2,52,"Kemudian sesudah itu, Kami maafkan kesalahanmu agar kamu bersyukur.","Kemudian Kami memaafkan kamu setelah itu, agar kamu bersyukur.","Kemudian kami memaafkan Anda dari Anda setelah itu, sehingga Anda dapat berterima kasih",0.69010735,0.83032864,0.85742134
2,53,"Dan (ingatlah), ketika Kami berikan kepada Musa Alkitab (Taurat) dan keterangan yang membedakan antara yang benar dan yang salah agar kamu mendapat petunjuk.","Dan (ingatlah), ketika Kami memberikan kepada Musa Kitab dan Furqan, agar kamu memperoleh petunjuk.","Dan kemudian Musa, Musa, dan Farasan, semoga Anda dipandu",0.46042082,0.5395796,0.7537468
2,54,"Dan (ingatlah), ketika Musa berkata kepada kaumnya, ""Hai kaumku, sesungguhnya kamu telah menganiaya dirimu sendiri karena kamu telah menjadikan anak lembu (sembahanmu), maka bertobatlah kepada Tuhan yang menjadikan kamu dan bunuhlah dirimu.  Hal itu adalah lebih baik bagimu pada sisi Tuhan yang menjadikan kamu; maka Allah akan menerima tobatmu. Sesungguhnya Dia-lah Yang Maha Penerima tobat lagi Maha Penyayang.""","Dan (ingatlah) ketika Musa berkata kepada kaumnya, ""Wahai kaumku! Kamu benar-benar telah menzalimi dirimu sendiri dengan menjadikan (patung) anak sapi (sebagai sesembahan), karena itu bertobatlah kepada Penciptamu dan bunuhlah dirimu. Itu lebih baik bagimu di sisi Penciptamu. Dia akan menerima tobatmu. Sungguh, Dialah Yang Maha Penerima tobat, Maha Penyayang.","Dan ketika Musa berkata kepada orang -orangnya, Anda adalah orang -orang, karena Anda adalah ketidakadilan jiwa Anda dengan guntur Anda, lebih baik bagi Anda saat Anda tidak bersalah",0.50469244,0.47544757,0.87815654
2,55,"Dan (ingatlah), ketika kamu berkata, ""Hai Musa, kami tidak akan beriman kepadamu sebelum kami melihat Allah dengan terang, karena itu kamu disambar halilintar, sedang kamu menyaksikannya"".","Dan (ingatlah) ketika kamu berkata, ""Wahai Musa! Kami tidak akan beriman kepadamu sebelum kami melihat Allah dengan jelas,"" maka halilintar menyambarmu, sedang kamu menyaksikannya.","Dan ketika Anda berkata, wahai Musa, kami tidak akan percaya pada Anda sampai kami melihat Tuhan, jadi saya akan membuat Anda macet, dan Anda melihat Anda",0.7076636,0.70058626,0.9386331
2,56,"Setelah itu, Kami bangkitkan kamu sesudah kamu mati supaya kamu bersyukur.","Kemudian, Kami membangkitkan kamu setelah kamu mati, agar kamu bersyukur.","Maka saya akan mengirimkan Anda dari kematian Anda, sehingga Anda dapat berterima kasih",0.54333836,0.5957639,0.9209142
2,57,"Dan Kami naungi kamu dengan awan, dan Kami turunkan kepadamu manna dan salwā.  Makanlah dari makanan yang baik-baik yang telah Kami berikan kepadamu.  Dan tidaklah mereka menganiaya Kami, akan tetapi merekalah yang menganiaya diri mereka sendiri.","Dan Kami menaungi kamu dengan awan, dan Kami menurunkan kepadamu manna dan salwa. Makanlah (makanan) yang baik-baik dari rezeki yang telah Kami berikan kepadamu. Mereka tidak menzalimi Kami, tetapi justru merekalah yang menzalimi diri sendiri.","Kami telah kewalahan dengan Anda, dan kami telah mendatangi Anda, dan otoritas Tuhan, “Kalian berdua mereka menindas",0.44869685,0.3870166,0.83301127
2,58,"Dan (ingatlah), ketika Kami berfirman, ""Masuklah kamu ke negeri ini (Baitul Maqdis), dan makanlah dari hasil buminya yang banyak lagi enak dimana yang kamu sukai, dan masukilah pintu gerbangnya sambil bersujud, dan katakanlah, ""Bebaskanlah kami dari dosa"", niscaya Kami ampuni kesalahan-kesalahanmu.  Dan kelak Kami akan menambah (pemberian Kami) kepada orang-orang yang berbuat baik"".","Dan (ingatlah) ketika Kami berfirman, ""Masuklah kamu ke negeri ini (Baitulmaqdis), maka makanlah dengan nikmat (berbagai makanan) yang ada di sana sesukamu. Dan masukilah pintu gerbangnya sambil membungkuk, dan katakanlah, ""Bebaskanlah kami (dari dosa-dosa kami),"" niscaya Kami ampuni kesalahan-kesalahanmu. Dan Kami akan menambah (karunia) bagi orang-orang yang berbuat kebaikan.""","Dan ketika kami berkata, “Bawa ke desa. Dosa Anda ۚ dan kami akan meningkatkan kebaikan.",0.5245578,0.47724783,0.8659285
2,59,"Lalu orang-orang yang zalim mengganti perintah dengan (mengerjakan) yang tidak diperintahkan kepada mereka.  Sebab itu, Kami timpakan atas orang-orang yang zalim itu siksa dari langit, karena mereka berbuat fasik.","Lalu orang-orang yang zalim mengganti perintah dengan (perintah lain) yang tidak diperintahkan kepada mereka. Maka Kami turunkan malapetaka dari langit kepada orang-orang yang zalim itu, karena mereka (selalu) berbuat fasik.","Jadi mereka yang telah dianiaya, tidak mengatakan bahwa mereka tidak dikatakan kepada mereka, dan kami telah mengungkapkan kepada mereka yang melakukan kesalahan, yang merupakan hadiah dari namanya",0.41878015,0.43849123,0.88813627
2,60,"Dan (ingatlah) ketika Musa memohon air untuk kaumnya, lalu Kami berfirman, ""Pukullah batu itu dengan tongkatmu"".  Lalu memancarlah darinya dua belas mata air.  Sungguh tiap-tiap suku telah mengetahui tempat minumnya (masing-masing).  Makan dan minumlah rezeki (yang diberikan) Allah, dan janganlah kamu berkeliaran di muka bumi dengan berbuat kerusakan.","Dan (ingatlah) ketika Musa memohon air untuk kaumnya, lalu Kami berfirman, ""Pukullah batu itu dengan tongkatmu!"" Maka memacarlah darinya dua belas mata air. Setiap suku telah mengetahui tempat minumnya (masing-masing). Makan dan minumlah dari rezeki (yang diberikan) Allah, dan janganlah kamu melakukan kejahatan di bumi dengan berbuat kerusakan.","۞ Dan ketika Musa menyiram untuk rakyatnya, kami berkata, ""Dia berkata bahwa tongkatmu adalah batu. Minuman mereka.",0.695605,0.6947506,0.98281944
2,61,"Dan (ingatlah), ketika kamu berkata, ""Hai Musa, kami tidak bisa sabar (tahan) dengan satu macam makanan saja.  Sebab itu, mohonkanlah untuk kami kepada Tuhan-mu agar Dia mengeluarkan bagi kami dari apa yang ditumbuhkan bumi, yaitu sayur-mayurnya, ketimunnya, bawang putihnya, kacang adasnya, dan bawang merahnya"".  Musa berkata, ""Maukah kamu mengambil yang rendah sebagai pengganti yang lebih baik? Pergilah kamu ke suatu kota, pasti kamu memperoleh apa yang kamu minta"".  Lalu ditimpakanlah kepada mereka nista dan kehinaan, serta mereka mendapat kemurkaan dari Allah.  Hal itu (terjadi) karena mereka selalu mengingkari ayat-ayat Allah dan membunuh para nabi yang memang tidak dibenarkan.  Demikian itu (terjadi) karena mereka selalu berbuat durhaka dan melampaui batas.","Dan (ingatlah), ketika kamu berkata, ""Wahai Musa! Kami tidak tahan hanya (makan) dengan satu macam makanan saja, maka mohonkanlah kepada Tuhanmu untuk kami, agar Dia memberi kami apa yang ditumbuhkan bumi, seperti: sayur-mayur, mentimun, bawang putih, kacang adas dan bawang merah."" Dia (Musa) menjawab, ""Apakah kamu meminta sesuatu yang buruk sebagai ganti dari sesuatu yang baik? Pergilah ke suatu kota, pasti kamu memperoleh apa yang kamu minta."" Kemudian mereka ditimpa kenistaan dan kemiskinan, dan mereka (kembali) mendapat kemurkaan dari Allah. Hal itu (terjadi) karena mereka mengingkari ayat-ayat Allah dan membunuh para nabi tanpa hak (alasan yang benar). Yang demikian itu karena mereka durhaka dan melampaui batas.","Dan ketika Anda berkata, O Moussa, kami tidak akan sabar dengan makanan dan adil, jadi biarkan Tuhan Anda dibawa kepada kami dari apa yang dibutuhkan dari tanah tanah, dan itu sama. Dan itu dihitung dan hubungannya dengan dia ۖ Dia berkata: Apakah Anda membalas mereka yang terendah dari orang yang adalah yang terbaik dari itu. Mereka dipermalukan, dan rumah tangga, dan dengan kemarahan Tuhan ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ ۗ",0.63315076,0.65335834,0.8811058
2,62,"Sesungguhnya orang-orang mukmin, orang-orang Yahudi, orang-orang Nasrani, dan orang-orang Ṣhabi’ īn, siapa saja diantara mereka yang benar-benar beriman kepada Allah, hari kemudian, dan beramal saleh, mereka akan menerima pahala dari Tuhan mereka; tidak ada kekhawatiran kepada mereka, dan tidak (pula) mereka bersedih hati","Sesungguhnya orang-orang yang beriman, orang-orang Yahudi, orang-orang Nasrani dan orang-orang ṣābiīn, siapa saja (diantara mereka) yang beriman kepada Allah dan hari akhir, dan melakukan kebajikan, mereka mendapat pahala dari Tuhannya, tidak ada rasa takut pada mereka, dan mereka tidak bersedih hati.","Bagi mereka yang percaya dan mereka yang telah membimbing, dan teks, dan dua orang yang percaya pada Tuhan, dan hari itu, dan yang terbaik dari Tuhan. Tuhan mereka, jangan takut untuk mereka, dan mereka tidak sedih",0.5873508,0.54704905,0.8273679
2,63,"Dan (ingatlah), ketika Kami mengambil janji dari kamu dan Kami angkatkan gunung (Ṭūrsīnā`) di atasmu (seraya Kami berfirman), ""Peganglah teguh-teguh apa yang Kami berikan kepadamu dan ingatlah selalu apa yang ada didalamnya agar kamu bertakwa"".","Dan (ingatlah) ketika Kami mengambil janji kamu dan Kami angkat gunung (Sinai) di atasmu (seraya berfirman), ""Pegang teguhlah apa yang telah Kami berikan kepadamu dan ingatlah apa yang ada di dalamnya, agar kamu bertakwa.""","Dan ketika kami membawa Anda, dan kami membesarkan Anda, maka Anda adalah yang baik, membawa Anda dengan kekuatan dan mengingatkan Anda tentang apa yang ada di dalamnya.",0.47151762,0.5845567,0.8783948
2,64,"Kemudian kamu berpaling setelah (adanya perjanjian) itu, maka kalau tidak ada karunia Allah dan rahmat-Nya atasmu, niscaya kamu tergolong orang yang rugi.","Kemudian setelah itu kamu berpaling. Maka sekiranya bukan karena karunia Allah dan rahmat-Nya kepadamu, pasti kamu termasuk orang yang rugi.","Maka Anda merawat Anda setelah itu 😂 jika bukan yang terbaik dari Allah berada di atas Anda dan belas kasihan -Nya kepada Anda, agar Anda menjadi di antara orang -orang.",0.49997154,0.5141414,0.87951875
2,65,"Dan sesungguhnya telah kamu ketahui orang-orang yang melanggar diantaramu pada hari Sabtu, lalu Kami berfirman kepada mereka, ""Jadilah kamu kera yang hina"".","Dan sungguh, kamu telah mengetahui orang-orang yang melakukan pelanggaran di antara kamu pada hari Sabat, lalu Kami katakan kepada mereka, ""Jadilah kamu kera yang hina!""","Dan Anda telah mengajarkan mereka yang sudah terbiasa dengan Anda dalam kutukan, jadi kami mengatakan kepada mereka bahwa mereka adalah satu sen",0.4207459,0.45358324,0.8381647
2,66,"Maka Kami jadikan yang demikian itu peringatan bagi orang-orang dimasa itu, dan bagi mereka yang datang kemudian, serta menjadi pelajaran bagi orang-orang yang bertakwa.","Maka Kami jadikan (yang demikian) itu peringatan bagi orang-orang pada masa itu, dan bagi mereka yang datang kemudian, serta menjadi pelajaran bagi orang-orang yang bertakwa.",Jadi kami menjadikannya kekayaan untuk apa yang ada di antara tangannya dan apa yang ditinggalkannya dan berkhotbah kepada orang benar,0.33944416,0.32899928,0.9715189
2,67,"Dan (ingatlah), ketika Musa berkata kepada kaumnya, ""Sesungguhnya Allah menyuruh kamu menyembelih seekor sapi betina"".  Mereka berkata, ""Apakah kamu hendak menjadikan kami buah ejekan?"" Musa menjawab, ""Aku berlindung kepada Allah agar tidak menjadi salah seorang dari orang-orang yang jahil"".","Dan (ingatlah) ketika Musa berkata kepada kaumnya, ""Allah memerintahkan kamu agar menyembelih seekor sapi betina."" Mereka bertanya, ""Apakah engkau akan menjadikan kami sebagai ejekan?""  Dia (Musa) menjawab, ""Aku berlindung kepada Allah agar tidak menjadi orang-orang yang bodoh.""","Dan ketika Musa berkata kepada umat -Nya, Tuhan memerintahkan Anda untuk mengorbankan seekor sapi. Kedua orang itu",0.68235105,0.6570618,0.88681346
2,68,"Mereka menjawab, ""Mohonkanlah kepada Tuhan-mu untuk kami, sapi betina apakah itu?"" Musa menjawab, ""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang tidak muda dan tidak tua; pertengahan antara itu; maka kerjakanlah apa yang diperintahkan kepadamu"".","Mereka berkata, ""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami tentang (sapi betina) itu."" Dia (Musa) menjawab, ""Dia (Allah) berfirman, bahwa sapi betina itu tidak tua dan tidak muda, (tetapi) pertengahan antara itu. Maka kerjakanlah apa yang diperintahkan kepadamu!""","Mereka berkata: ""Hubungi kami untuk kami, untuk menunjukkan kepada kami siapa dia."" Dia mengatakan bahwa dia mengatakan bahwa itu adalah sapi, jadi tidak ada pelecehan, atau penipuan dari apa yang ada.",0.5165596,0.5516449,0.92149705
2,69,"Mereka berkata, ""Mohonkanlah kepada Tuhan-mu untuk kami agar Dia menerangkan kepada kami apa warnanya.""  Musa menjawab, ""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang kuning tua warnanya, lagi menyenangkan orang-orang yang memandangnya.""","Mereka berkata, ""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami apa warnanya."" Dia (Musa) menjawab, ""Dia Allah berfirman, bahwa (sapi) itu adalah sapi betina yang kuning cerah warnanya, yang menyenangkan orang-orang yang memandang(nya).""","Mereka berkata: ""Hubungi kami kepada kami, untuk menunjukkan kepada kami apa yang telah kami lakukan."" Dia mengatakan bahwa dia mengatakan bahwa itu adalah sapi peluit, jadi itu adalah pelunakan, dan itu bagus.",0.4674967,0.5261128,0.90753406
2,70,"Mereka berkata, ""Mohonkanlah kepada Tuhan-mu untuk kami agar Dia menerangkan kepada kami, bagaimana hakikat sapi betina itu, karena sesungguhnya sapi itu (masih) samar bagi kami dan sesungguhnya kami insyaallah, akan mendapat petunjuk (untuk memperoleh sapi itu).""","Mereka berkata, ""Mohonkanlah kepada Tuhanmu untuk kami agar Dia menjelaskan kepada kami tentang (sapi betina) itu. (Karena) sesungguhnya sapi itu belum jelas bagi kami, dan jika Allah menghendaki, niscaya kami mendapat petunjuk.""","Mereka berkata: “Hubungi kami untuk kami, Tuhan Anda, untuk menunjukkan kepada kami bahwa apa sapi itu akan mengubahnya kepada kami, dan jika Tuhan kehendak, Anda tidak akan dipandu",0.67821085,0.71929514,0.87380433
2,71,"Musa berkata, ""Sesungguhnya Allah berfirman bahwa sapi betina itu adalah sapi betina yang belum pernah dipakai untuk membajak tanah dan tidak pula untuk mengairi tanaman, tidak bercacat, tidak ada belangnya."" Mereka berkata, ""Sekarang barulah kamu menerangkan hakikat sapi betina yang sebenarnya"".  Kemudian mereka menyembelihnya dan hampir saja mereka tidak melaksanakan perintah itu.","Dia (Musa) menjawab, ""Dia (Allah) berfirman, (sapi) itu adalah sapi betina yang belum pernah dipakai untuk membajak tanah dan tidak (pula) untuk mengairi tanaman, sehat, dan tidak belang."" Mereka berkata, ""Sekarang barulah engkau menerangkan (hal) yang sebenarnya."" Lalu mereka menyembelihnya, dan nyaris mereka tidak melaksanakan (perintah) itu.","Dia mengatakan bahwa dia mengatakan bahwa itu adalah sapi yang tidak memperkaya tanah, dan tidak menyirami pembajakan, seorang Muslim, tidak ada di dalamnya. Jadi mereka membantai itu, dan mereka tidak melakukannya",0.5706897,0.6562388,0.86142194
2,72,"Dan (ingatlah), ketika kamu membunuh seorang manusia, lalu kamu saling tuduh menuduh tentang itu.  Dan Allah hendak menyingkapkan apa yang selama ini kamu sembunyikan.","Dan (ingatlah) ketika kamu membunuh seseorang, lalu kamu tuduh-menuduh tentang itu. Tetapi Allah menyingkapkan apa yang kamu sembunyikan.","Dan saat Anda membunuh jiwa, maka Anda akan berada di dalamnya 😭 dan Tuhan keluar dari diri Anda",0.480483,0.43957126,0.9218967
2,73,"Lalu Kami berfirman, ""Pukullah mayat itu dengan sebagian anggota sapi betina itu!"" Demikianlah Allah menghidupkan kembali orang-orang yang telah mati, dan memperlihatkan padamu tanda-tanda kekuasaan-Nya agar kamu mengerti.","Lalu Kami berfirman, ""Pukullah (mayat) itu dengan bagian dari (sapi) itu!"" Demikianlah Allah menghidupkan (orang) yang telah mati, dan Dia memperlihatkan kepadamu tanda-tanda (kekuasaan-Nya) agar kamu mengerti.",Jadi kami mengatakan mereka dihargai dengan itu.,0.23949203,0.20134282,0.73009276
2,74,"Kemudian setelah itu, hatimu menjadi keras seperti batu, bahkan lebih keras lagi.  Padahal diantara batu-batu itu sungguh ada yang mengalir sungai-sungai dari padanya dan diantaranya sungguh ada yang terbelah, lalu keluarlah mata air darinya dan di antaranya sungguh ada yang meluncur jatuh, karena takut kepada Allah.  Dan Allah sekali-sekali tidak lengah dari apa yang kamu kerjakan.","Kemudian setelah itu hatimu menjadi keras, sehingga (hatimu) seperti batu, bahkan lebih keras. Padahal dari batu-batu itu pasti ada sungai-sungai yang (airnya) memancar darinya. Ada pula yang terbelah lalu keluarlah mata air darinya. Dan ada pula yang meluncur jatuh karena takut kepada Allah. Dan Allah tidaklah lengah terhadap apa yang kamu kerjakan.","Maka Anda telah mengukur hati Anda dari itu setelah itu, sebagai batu atau yang paling kejam darinya, itu tidak terkejut, dan keluar darinya.",0.5970135,0.6061365,0.95977056
2,75,"Apakah kamu masih mengharapkan mereka akan percaya kepadamu, padahal segolongan dari mereka mendengar firman Allah, lalu mereka mengubahnya setelah mereka memahaminya, sedang mereka mengetahui?","Maka apakah kamu (muslimin) sangat mengharapkan mereka akan percaya kepadamu, sedangkan segolongan dari mereka mendengar firman Allah, lalu mereka mengubahnya setelah memahaminya, padahal mereka mengetahuinya? ","۞ Apakah Anda ingin percaya pada Anda, dan sekelompok mereka yang mendengar, sebagai Tuhan, dan kemudian mereka akan mendistorsi itu",0.6580405,0.66641015,0.95906115
